yc,ys
0.285814201,0
0.402992795,0
0.224572662,0
0.437905827,0
0.510709031,0
0.41396549,0
0.467671539,0
0.130891426,0
0.396841876,0
0.436975376,0
0.442223818,0
0.501694154,0
0.446357556,0
0.116177693,0
0.033464406,0
0.296633077,0
0.271734304,0
0.249308998,0
0.455189751,0
0.315336154,0
0.404789927,0
0.402217613,0
0.436862131,0
0.162001674,0
0.064445474,0
0.463602768,0
0.435973362,0
0.467671539,0
0.390109322,0
0.510161833,0
0.235187547,0
0.279500102,0
0.523251063,0
0.474603434,0
0.515599463,0
0.23434021,0
0.30520421,0
0.340476098,0
0.047303023,0
0.233325286,0
0.337992961,0
0.073027766,0
0.391200078,0
0.495447236,0
0.625248785,0
0.390876428,0
0.031710685,0
0.198325829,0
0.424356045,0
0.321458425,0
0.551008135,0
0.355111931,0
0.373030647,0
0.48154513,0
0.165153142,0
0.466966431,0
0.260859099,0
0.602181428,0
0.108105358,0
0.405660847,0
0.198538798,0
0.188060902,0
0.397199433,0
0.162908793,0
0.230064551,0
0.467160828,0
0.361943453,0
0.181481174,0
0.477836569,0
0.408260633,0
0.332198654,0
0.901872123,0
0.430820447,0
0.399081637,0
0.3312551,0
0.391999991,0
0.368704339,0
0.424356045,0
0.239971565,0
0.431860777,0
0.47107323,0
0.277165482,0
0.072947391,0
0.462801377,0
0.386804816,0
0.54067535,0
0.453280837,0
0.41958142,0
0.317651336,0
0.300309218,0
0.454646765,0
0.471136095,0
0.056878204,0
0.476659859,0
0.328094781,0
0.405909994,0
0.588225721,0
0.203816596,0
0.321805267,0
0.375413988,0
0.435488884,0
0.446726684,0
0.239551891,0
0.505977223,0
0.223452143,0
0.283076643,0
0.339840335,0
0.505633339,0
0.462232738,0
0.468571244,0
0.488493958,0
0.372189417,0
0.754105601,0
0.456691884,0
0.064840357,0
0.316032416,0
0.496252936,0
0.637711601,0
0.143450259,0
0.000141438,0
0.193928717,0
0.350985402,0
0.604962854,0
0.221603143,0
0.656021618,0
0.389528457,0
0.256510805,0
0.442679525,0
0.178350304,0
0.507058568,0
0.444384089,0
0.445116775,0
0.284946179,0
0.312646543,0
0.286472553,0
0.54102519,0
0.396748413,0
0.453242516,0
0.478534179,0
0.463602768,0
0.488493958,0
0.567176541,0
0.391644073,0
0.579653311,0
0.238782456,0
0.804957367,0
0.731419196,0
0.323511433,0
0.237428347,0
0.033125399,0
0.51283225,0
0.456594995,0
0.270430033,0
0.273746036,0
0.097539672,0
0.494739171,0
0.246295979,0
0.274961162,0
0.341615569,0
0.629393402,0
0.526386164,0
0.168723364,0
0.467671539,0
0.502402275,0
0.278543871,0
0.492775776,0
0.478073223,0
0.12397366,0
0.184310515,0
0.262922819,0
0.316065843,0
0.341978939,0
0.664018453,0
0.425835957,0
0.326678637,0
0.413870761,0
0.552421133,0
0.122586427,0
0.467671539,0
0.453242516,0
0.548635868,0
0.495447236,0
0.385619063,0
0.502402275,0
0.238053099,0
0.02740955,0
0.419833078,0
0.161201692,0
0.193791404,0
0.461552993,0
0.483603949,0
0.261471736,0
0.629832769,0
0.377803752,0
0.447057644,0
0.282230831,0
0.069975139,0
0.48164262,0
0.140636083,0
0.192066513,0
0.525358065,0
0.422207044,0
0.262275888,0
0.362997658,0
0.470654309,0
0.447057644,0
0.389435605,0
0.130509368,0
0.918917122,0
0.278741904,0
0.404107655,0
0.326451398,0
0.434138766,0
0.27608537,0
0.33371369,0
0.476325862,0
0.413072205,0
0.667743443,0
0.429240495,0
0.365472497,0
0.490927644,0
0.33808034,0
0.19370625,0
0.5044635,0
0.325743114,0
0.237754267,0
0.319750781,0
0.124014445,0
0.467671539,0
0.463974206,0
0.311445394,0
0.471136095,0
0.541366786,0
0.369123236,0
0.533746858,0
0.560553207,0
0.440299063,0
0.312457755,0
0.808768115,0
0.414977845,0
0.467435422,0
0.470899776,0
0.488493958,0
0.261410538,0
0.373693355,0
0.331570576,0
0.485252517,0
0.119708965,0
0.438699313,0
0.292484333,0
0.51053507,0
0.449096737,0
0.403337505,0
0.343641475,0
0.2620034,0
0.517111731,0
0.530186273,0
0.288676423,0
0.258704063,0
0.238782456,0
0.488493958,0
0.437316645,0
0.159520441,0
0.45129671,0
0.386378143,0
0.644168298,0
0.276897311,0
0.513637441,0
0.478073223,0
0.471233393,0
0.366310885,0
0.48154513,0
0.534490173,0
0.14793901,0
0.495112529,0
0.620790904,0
0.869086645,0
0.126398316,0
0.313726838,0
0.467671539,0
0.218186464,0
0.260213283,0
0.42105686,0
0.271999356,0
0.456788775,0
0.160174631,0
0.526719957,0
0.312424536,0
0.156861699,0
0.37628969,0
0.492441113,0
0.274951584,0
0.100011855,0
0.488493958,0
0.220251189,0
0.112139897,0
0.993352641,0
0.413759104,0
0.370131234,0
0.530646389,0
0.376532227,0
0.320139,0
0.485921435,0
0.395000246,0
0.451200016,0
0.342028639,0
0.508660488,0
0.490143374,0
0.484311353,0
0.22450467,0
0.348779702,0
0.369454852,0
0.314643955,0
0.147831797,0
0.241133677,0
0.182028959,0
0.267770887,0
0.590906305,0
0.472857265,0
0.491046432,0
0.12652183,0
0.49010473,0
0.474603434,0
0.492067806,0
0.505171568,0
0.423224999,0
0.172900464,0
0.54128176,0
0.146361348,0
0.48154513,0
0.453145749,0
0.175266658,0
0.447854501,0
0.469724782,0
0.24439869,0
0.449038386,0
0.231029688,0
0.111405775,0
0.494739171,0
0.526013793,0
0.482349835,0
0.571945443,0
0.648553522,0
0.456788775,0
0.352021878,0
0.461431678,0
0.420961675,0
0.467671539,0
0.424011951,0
0.142919518,0
0.235511341,0
0.565456341,0
0.463974206,0
0.382100022,0
0.240544394,0
0.211457661,0
0.394193357,0
0.272919727,0
0.529480661,0
0.540360151,0
0.345295459,0
0.145568365,0
0.143450259,0
0.471136095,0
0.072639483,0
0.564635255,0
0.374447999,0
0.09473335,0
0.328094781,0
0.427757566,0
0.359045273,0
0.456594995,0
0.378506196,0
0.449000129,0
0.342968028,0
0.538408634,0
0.408584141,0
0.567406208,0
0.243172681,0
0.692349575,0
0.48289661,0
0.468943182,0
0.099307066,0
0.458194804,0
0.314114352,0
0.100860809,0
0.467671539,0
0.461650039,0
0.438699313,0
0.395750445,0
0.353315175,0
0.312763701,0
0.322076577,0
0.314559755,0
0.471136095,0
0.427778328,0
0.322302228,0
0.496252936,0
0.119567941,0
0.475407175,0
0.343606597,0
0.467671539,0
0.505171568,0
0.29479964,0
0.401308853,0
0.300220231,0
0.471136095,0
0.396748413,0
0.419833078,0
0.423129681,0
0.22619256,0
0.412842276,0
0.360346202,0
0.306479619,0
0.322814509,0
0.436436713,0
0.506685242,0
0.381655292,0
0.491970209,0
0.519779924,0
0.288749061,0
0.48154513,0
0.431860777,0
0.842908781,0
0.431860777,0
0.468140617,0
0.525712148,0
0.062709542,0
0.454646765,0
0.488591529,0
0.261580217,0
0.455560173,0
0.365661291,0
0.466966431,0
0.228885101,0
0.522210348,0
0.42297279,0
0.328510257,0
0.306316835,0
0.466261455,0
0.554350572,0
0.430471353,0
0.474603434,0
0.120491972,0
0.455446007,0
0.433800833,0
0.216907709,0
0.372845008,0
0.224392779,0
0.45129671,0
0.649287799,0
0.372609936,0
0.142919518,0
0.478974934,0
0.298452642,0
0.294193507,0
0.265177546,0
0.446261059,0
0.17429233,0
0.502402275,0
0.285893916,0
0.488493958,0
0.51283225,0
0.385462001,0
0.506723895,0
0.829840257,0
0.494739171,0
0.44416217,0
0.455189751,0
0.456594995,0
0.491970209,0
0.336427569,0
0.428123206,0
0.43014312,0
0.352583726,0
0.270430033,0
0.187271694,0
0.364576473,0
0.458641507,0
0.157120287,0
0.15540412,0
0.609385001,0
0.661937886,0
0.479190073,0
0.488493958,0
0.09158237,0
0.48164262,0
0.422898188,0
0.634475503,0
0.322695353,0
0.762337237,0
0.213780251,0
0.412821716,0
0.467671539,0
0.094237293,0
0.466966431,0
0.439589308,0
0.147880997,0
0.425048118,0
0.471136095,0
0.194935999,0
0.182382436,0
0.477366496,0
0.48154513,0
0.516679865,0
0.0993799,0
0.445912962,0
0.489299316,0
0.463602768,0
0.383847377,0
0.136026675,0
0.449700996,0
0.229385418,0
0.467671539,0
0.467671539,0
0.48154513,0
0.506685242,0
0.37562514,0
0.468685868,0
0.546765762,0
0.471136095,0
0.467671539,0
0.424451435,0
0.450868489,0
0.434580827,0
0.48154513,0
0.506685242,0
0.317119013,0
0.299441136,0
0.483154632,0
0.161969169,0
0.737746264,0
0.466966431,0
0.320877049,0
0.495642465,0
0.580301618,0
0.406094721,0
0.353726383,0
0.347839138,0
0.467671539,0
0.315354466,0
0.428106113,0
0.410389067,0
0.443621628,0
0.496252936,0
0.498924703,0
0.690287024,0
0.48501882,0
0.291930484,0
0.635768681,0
0.445116775,0
0.48154513,0
0.351932812,0
0.23826798,0
0.374134421,0
0.297898074,0
0.48501882,0
0.574902406,0
0.295092597,0
0.319881289,0
0.460849123,0
0.203307816,0
0.359884891,0
0.316355352,0
0.332632253,0
0.519111463,0
0.150957476,0
0.55824003,0
0.478073223,0
0.474603434,0
0.652711767,0
0.506685242,0
0.482349835,0
0.246450199,0
0.140057244,0
0.355939884,0
0.594947422,0
0.321683848,0
0.265528295,0
0.321066092,0
0.472166056,0
0.387569553,0
0.397426547,0
0.441428969,0
0.242430475,0
0.393334343,0
0.363613261,0
0.125033582,0
0.382007832,0
0.471136095,0
0.49369644,0
0.339455808,0
0.21898388,0
0.523478093,0
0.340495145,0
0.483976952,0
0.314040578,0
0.474603434,0
0.471939239,0
0.350641832,0
0.467671539,0
0.527070737,0
0.473563365,0
0.471136095,0
0.052071229,0
0.551406772,0
0.078975238,0
0.478073223,0
0.113857144,0
0.499730457,0
0.467671539,0
0.462097237,0
0.424703877,0
0.452443927,0
0.651806177,0
0.505879614,0
0.449213412,0
0.469724782,0
0.215510442,0
0.393873655,0
0.122821186,0
0.537852441,0
0.331168603,0
0.451998221,0
0.431956589,0
0.292866754,0
0.301493968,0
0.474603434,0
0.387569553,0
0.407916719,0
0.306097321,0
0.467671539,0
0.339752735,0
0.122469209,0
0.375975497,0
0.389128703,0
0.448299464,0
0.505977223,0
0.340476098,0
0.343200905,0
0.482349835,0
0.48501882,0
0.48501882,0
0.471136095,0
0.494404473,0
0.591000697,0
0.294408106,0
0.370681454,0
0.338646037,0
0.373784752,0
0.077108069,0
0.122977008,0
0.132464223,0
0.183132549,0
0.474603434,0
0.464678734,0
0.305794994,0
0.439493114,0
0.263064883,0
0.442320138,0
0.503208005,0
0.141960051,0
0.316729504,0
0.321458425,0
0.380355712,0
0.322695353,0
0.411604852,0
0.328805685,0
0.494052328,0
0.420523163,0
0.54056644,0
0.230343622,0
0.488493958,0
0.232107239,0
0.373030647,0
0.471136095,0
0.446261059,0
0.396070676,0
0.470430379,0
0.38199135,0
0.279882263,0
0.393763768,0
0.114861989,0
0.48154513,0
0.260213283,0
0.378578105,0
0.515611462,0
0.522917039,0
0.495447236,0
0.498924703,0
0.413508491,0
0.471136095,0
0.361051158,0
0.435276967,0
0.209141428,0
0.325121299,0
0.233255441,0
0.028961132,0
0.467671539,0
0.308288747,0
0.220495805,0
0.478073223,0
0.327971789,0
0.411810918,0
0.35765289,0
0.243701136,0
0.163478456,0
0.356262905,0
0.44416217,0
0.370222274,0
0.505396252,0
0.380763399,0
0.462354082,0
0.650893979,0
0.259336054,0
0.125139022,0
0.540245822,0
0.207075739,0
0.478073223,0
0.452443927,0
0.422686515,0
0.520250188,0
0.368384182,0
0.542739662,0
0.36683555,0
0.399402781,0
0.40085627,0
0.496252936,0
0.473191028,0
0.424011951,0
0.547837612,0
0.323500918,0
0.360111889,0
0.499730457,0
0.283490571,0
0.546331754,0
0.187605204,0
0.277274709,0
0.512633923,0
0.21581479,0
0.34780406,0
0.429240495,0
0.462936906,0
0.29848502,0
0.462354082,0
0.24387599,0
0.49010473,0
0.453242516,0
0.276520231,0
0.466966431,0
0.209141428,0
0.078768362,0
0.324020293,0
0.546804083,0
0.479681857,0
0.605177641,0
0.44292261,0
0.658730323,0
0.624744181,0
0.438699313,0
0.377711965,0
0.193497213,0
0.522544415,0
0.134801717,0
0.41757476,0
0.413508491,0
0.044297918,0
0.683288122,0
0.25508985,0
0.284946179,0
0.60039715,0
0.512497728,0
0.474603434,0
0.527523341,0
0.467671539,0
0.463505664,0
0.544527613,0
0.333943477,0
0.30905985,0
0.344031658,0
0.286356185,0
0.559770955,0
0.096198179,0
0.373030647,0
0.474603434,0
0.339851113,0
0.315420466,0
0.544019136,0
0.223452143,0
0.61565387,0
0.446357556,0
0.438001945,0
0.437672382,0
0.373784752,0
0.383706725,0
0.519779924,0
0.356499912,0
0.24387599,0
0.287208675,0
0.303280653,0
0.148476334,0
0.424356045,0
0.428546683,0
0.364922548,0
0.395547011,0
0.377046421,0
0.412291024,0
0.661128796,0
0.414977845,0
0.393969574,0
0.445230468,0
0.34991174,0
0.480054648,0
0.157059336,0
0.670414344,0
0.471233393,0
0.236278532,0
0.487786223,0
0.458194804,0
0.410578053,0
0.38317768,0
0.467671539,0
0.63927263,0
0.371286561,0
0.369783096,0
0.828840883,0
0.432651742,0
0.436766068,0
0.471939239,0
0.468313954,0
0.342666371,0
0.093956602,0
0.480130944,0
0.457979485,0
0.839890843,0
0.480837999,0
0.494739171,0
0.491970209,0
0.396748413,0
0.240966207,0
0.052578353,0
0.648553522,0
0.408145812,0
0.17137745,0
0.471136095,0
0.477366496,0
0.500536213,0
0.523251063,0
0.159163241,0
0.114765596,0
0.471136095,0
0.470987906,0
0.439493114,0
0.474603434,0
0.15895061,0
0.310133344,0
0.414195603,0
0.474700805,0
0.725987017,0
0.487786223,0
0.87441903,0
0.580319531,0
0.215654317,0
0.380654872,0
0.492067806,0
0.467671539,0
0.210373227,0
0.471939239,0
0.2999212,0
0.442583188,0
0.78522759,0
0.471136095,0
0.271552157,0
0.174490405,0
0.131246356,0
0.478073223,0
0.359459443,0
0.061541301,0
0.467671539,0
0.454041344,0
0.467671539,0
0.467671539,0
0.337060208,0
0.415665668,0
0.155638454,0
0.467671539,0
0.70481355,0
0.078876811,0
0.373030647,0
0.435468949,0
0.619057291,0
0.499022325,0
0.499022325,0
0.314724932,0
0.509021761,0
0.491970209,0
0.537590179,0
0.51283225,0
0.266710943,0
0.117996457,0
0.467063628,0
0.154188206,0
0.129990867,0
0.519779924,0
0.368392739,0
0.180375015,0
0.47773914,0
0.169671192,0
0.466261455,0
0.456001067,0
0.627317816,0
0.452443927,0
0.406094721,0
0.370866653,0
0.361598595,0
0.113027891,0
0.670196611,0
0.196680387,0
0.212644606,0
0.464307221,0
0.373030647,0
0.495447236,0
0.467671539,0
0.189687506,0
0.502402275,0
0.227818071,0
0.325743114,0
0.267341763,0
0.491970209,0
0.482349835,0
0.282972411,0
0.452901615,0
0.155226492,0
0.347977832,0
0.425835957,0
0.364069347,0
0.452443927,0
0.303448415,0
0.180317293,0
0.466261455,0
0.990433246,0
0.21450271,0
0.427064358,0
0.293834528,0
0.23677743,0
0.330770196,0
0.335605784,0
0.540578372,0
0.224886139,0
0.472484984,0
0.767999874,0
0.442127501,0
0.424816348,0
0.469724782,0
0.46004841,0
0.254281916,0
0.502402275,0
0.322302228,0
0.327885728,0
0.760911177,0
0.393423946,0
0.444320869,0
0.206611036,0
0.467671539,0
0.51283225,0
0.506015876,0
0.454857722,0
0.463505664,0
0.179656503,0
0.504128788,0
0.184251817,0
0.495583506,0
0.420961675,0
0.520584367,0
0.254565237,0
0.310656063,0
0.211615854,0
0.496465623,0
0.222159598,0
0.471136095,0
0.429240495,0
0.468685868,0
0.471136095,0
0.533649679,0
0.337147469,0
0.478974934,0
0.236263227,0
0.56808955,0
0.420961675,0
0.368704339,0
0.478073223,0
0.505322661,0
0.373030647,0
0.522582995,0
0.575029391,0
0.257816789,0
0.27559457,0
0.667524821,0
0.455892285,0
0.355850371,0
0.46289846,0
0.544019136,0
0.519779924,0
0.272903636,0
0.270801917,0
0.336726547,0
0.516060825,0
0.560334558,0
0.534823302,0
0.371948009,0
0.289031679,0
0.476659859,0
0.423337367,0
0.328180869,0
0.467671539,0
0.527523341,0
0.441098852,0
0.382617154,0
0.25994854,0
0.304130088,0
0.273183264,0
0.667036158,0
0.43116593,0
0.342666371,0
0.458097866,0
0.501803785,0
0.197128304,0
0.331168603,0
0.439723605,0
0.733320844,0
0.46522348,0
0.425048118,0
0.464307221,0
0.395393337,0
0.492441113,0
0.425048118,0
0.488493958,0
0.154979592,0
0.340476098,0
0.252187032,0
0.515265045,0
0.393910573,0
0.533328401,0
0.327074524,0
0.466261455,0
0.42490278,0
0.252260681,0
0.389117283,0
0.489299316,0
0.219765114,0
0.538741379,0
0.505879614,0
0.276160422,0
0.190177736,0
0.556331185,0
0.492775776,0
0.265253643,0
0.136148155,0
0.098606699,0
0.434138766,0
0.112461197,0
0.436862131,0
0.446261059,0
0.478073223,0
0.471136095,0
0.408145812,0
0.467671539,0
0.474700805,0
0.414977845,0
0.499051791,0
0.474603434,0
0.439493114,0
0.163866184,0
0.389435605,0
0.502402275,0
0.562006277,0
0.400082443,0
0.327027061,0
0.282773627,0
0.411127715,0
0.183826459,0
0.417137235,0
0.418705318,0
0.298274534,0
0.534451698,0
0.533328401,0
0.491970209,0
0.298192808,0
0.121032644,0
0.09471597,0
0.110483691,0
0.317442544,0
0.534109384,0
0.260229611,0
0.122223592,0
0.537245373,0
0.423337367,0
0.235780361,0
0.826194364,0
0.478073223,0
0.196843693,0
0.498216576,0
0.435973362,0
0.569565731,0
0.090976053,0
0.498216576,0
0.34185628,0
0.399402781,0
0.396748413,0
0.884499159,0
0.069756618,0
0.36804528,0
0.471136095,0
0.58721495,0
0.517111731,0
0.37628969,0
0.462801377,0
0.327470657,0
0.399081637,0
0.267770887,0
0.514442561,0
0.309763451,0
0.290942082,0
0.647377243,0
0.307002112,0
0.498924703,0
0.422996242,0
0.361360102,0
0.48501882,0
0.057398299,0
0.501545469,0
0.319371468,0
0.491970209,0
0.413759104,0
0.48154513,0
0.420961675,0
0.467671539,0
0.543134541,0
0.467671539,0
0.350877137,0
0.082487381,0
0.627317816,0
0.350641832,0
0.492775776,0
0.105104011,0
0.523251063,0
0.314058849,0
0.22538027,0
0.416218237,0
0.528698765,0
0.083447629,0
0.357239639,0
0.41958142,0
0.3835107,0
0.040612833,0
0.570805573,0
0.408875235,0
0.322402778,0
0.148465611,0
0.454070561,0
0.505298641,0
0.467671539,0
0.38433711,0
0.468474009,0
0.467671539,0
0.473191028,0
0.268619959,0
0.171903278,0
0.467671539,0
0.488493958,0
0.365818932,0
0.353079123,0
0.403086746,0
0.436069386,0
0.50981804,0
0.463505664,1
0.337473113,1
0.39078346,1
0.079257268,1
0.768694494,1
0.666093503,1
0.297994358,1
0.467671539,1
0.48154513,1
0.139885852,1
0.366877935,1
0.467671539,1
0.491970209,1
0.476325862,1
0.478073223,1
0.499395721,1
0.234425503,1
0.410824503,0
0.54102519,1
0.529147074,1
0.471136095,1
0.44168376,1
0.615561467,1
0.468474009,1
0.642926642,1
0.564160737,1
0.467671539,1
0.424703877,0
0.474603434,1
0.424356045,1
0.092546821,1
0.482349835,1
0.510632648,1
0.316729504,1
0.369783096,0
0.547467607,0
0.56261913,1
0.522917039,1
0.365381946,0
0.455892285,1
0.474603434,0
0.443621628,1
0.600633504,1
0.455892285,1
0.473897178,1
0.09864435,1
0.466261455,1
0.50287328,1
0.478073223,0
0.340072188,1
0.402311505,1
0.670414344,1
0.35451832,1
0.151194395,0
0.455892285,0
0.389681321,0
0.474603434,1
0.324819514,1
0.234172097,1
0.790351913,0
0.122317888,1
0.328995964,1
0.795512905,1
0.40522712,1
0.163866184,1
0.396841876,1
0.498924703,1
0.494739171,0
0.590771416,0
0.449125898,1
0.308755899,1
0.36268811,1
0.609086809,0
0.600038755,1
0.519779924,1
0.238199837,1
0.115605937,1
0.404107655,1
0.384646535,1
0.467671539,1
0.493237511,1
0.622307179,1
0.460849123,1
0.48501882,1
0.465011816,0
0.38503588,1
0.676532185,1
0.493149099,1
0.254281916,1
0.442127501,1
0.057722193,1
0.819917048,1
0.664238221,1
0.572654014,1
0.212580105,1
0.739279496,1
0.200307404,1
0.785704898,1
0.153605226,1
0.029654492,1
0.413891337,1
0.594709974,1
0.477836569,0
0.505879614,1
0.509021761,1
0.48501882,1
0.510161833,1
0.489299316,1
0.917605456,1
0.600954638,1
0.467671539,1
0.892274133,1
0.33713925,1
0.438001945,1
0.123972031,1
0.305748112,1
0.523251063,1
0.153237327,1
0.631882837,1
0.632466554,0
0.22702497,1
0.51283225,1
0.470430379,1
0.444086707,1
0.474603434,1
0.228816188,1
0.179296327,1
0.467768754,0
0.895092843,1
0.39155104,1
0.221322169,1
0.368944879,0
0.522544415,1
0.487786223,1
0.529395346,1
0.474603434,1
0.471136095,1
0.502402275,1
0.488493958,1
0.382416197,1
0.499022325,1
0.474603434,0
0.679178796,1
0.919820086,1
0.467671539,1
0.478073223,1
0.251653223,0
0.496252936,1
0.80990742,1
0.474603434,1
0.605413026,1
0.619607897,1
0.491262274,1
0.475407175,1
0.471233393,1
0.331799622,1
0.155598288,0
0.46004841,1
0.470430379,1
0.43641954,0
0.408334481,1
0.360440035,1
0.452443927,1
0.388242095,1
0.467671539,1
0.485128355,0
0.471233393,0
0.423664268,1
0.51283225,1
0.429240495,1
0.527983743,1
0.341391477,1
0.695595928,1
0.290861533,1
0.367146599,1
0.561580521,1
0.460849123,1
0.471136095,1
0.439396923,1
0.466966431,1
0.453145749,1
0.48154513,1
0.480837999,1
0.392072845,1
0.318347078,1
0.189122003,1
0.359045273,1
0.434834742,1
0.4445137,1
0.455446007,1
0.466966431,1
0.474603434,1
0.914676414,1
0.420961675,1
0.420733249,1
0.325449103,1
0.498924703,1
0.519779924,0
0.394440136,1
0.676239105,1
0.387153968,1
0.372609936,1
0.498924703,1
0.109399683,1
0.437926704,1
0.477366496,1
0.492775776,1
0.517111731,1
0.677555455,1
0.707166905,1
0.186351777,0
0.611366418,1
0.158097157,1
0.485489429,1
0.109991081,1
0.648553522,1
0.762607737,1
0.456594995,1
0.375975497,1
0.442127501,0
0.467671539,1
0.395750445,1
0.48501882,1
0.355438051,1
0.435973362,1
0.279762409,1
